# y+ u+
1.209435634467396170e+02 1.171606254186847274e+01
1.240975416059250307e+02 1.174025666204789964e+01
1.273362309878881717e+02 1.176333215115488784e+01
1.306592012717991338e+02 1.178545752120734313e+01
1.340655353980320399e+02 1.180685246727804483e+01
1.375537848609126286e+02 1.182766128165981634e+01
1.411219286541372355e+02 1.184778004150813580e+01
1.447673376460440977e+02 1.186681100553096257e+01
1.484867462786378667e+02 1.188424869321105426e+01
1.522762335208293223e+02 1.189971554941137200e+01
1.561312149411903079e+02 1.191299283970870881e+01
1.600464475809279179e+02 1.192395249527491785e+01
1.640160489929986625e+02 1.193257135857523643e+01
1.680335313675201689e+02 1.193895033349420487e+01
1.720918510984964485e+02 1.194331632173353164e+01
1.761834734875964728e+02 1.194602273273518378e+01
1.803004515658162177e+02 1.194745930069389495e+01
1.844345172926583700e+02 1.194790604850138749e+01
2.000000000000000000e+02 1.194790604850138749e+01
