# y+ u+
1.127119420975010655e+02 1.186289261201211254e+01
1.141803610078505500e+02 1.188207538306008360e+01
1.156693796090498694e+02 1.190103951545989602e+01
1.171790430015565079e+02 1.191976162134752748e+01
1.187093724042595824e+02 1.193821914753795710e+01
1.202603636724016951e+02 1.195639067448528614e+01
1.218319858130378464e+02 1.197425667789377002e+01
1.234241795074798063e+02 1.199180010058328349e+01
1.250368556510998133e+02 1.200900621022848114e+01
1.266698939217728110e+02 1.202586189960904761e+01
1.283231413891070645e+02 1.204235479630926875e+01
1.299964111774267224e+02 1.205847192015782454e+01
1.316894811962081917e+02 1.207419740844628997e+01
1.334020929523127563e+02 1.208950996352661456e+01
1.351339504588758018e+02 1.210438189896524896e+01
1.368847192560866972e+02 1.211878098790447567e+01
1.386540255592996118e+02 1.213267414812178124e+01
1.404414555499276389e+02 1.214603089438516825e+01
1.422465548243732201e+02 1.215882536526186186e+01
1.440688280158166492e+02 1.217103703040177187e+01
1.459077386030013770e+02 1.218265067631965692e+01
1.477627089192132246e+02 1.219365606749618713e+01
1.496331203734364408e+02 1.220404727644510423e+01
1.515183138941856100e+02 1.221382144205650633e+01
1.534175906047575495e+02 1.222297701714609275e+01
1.553302127366359286e+02 1.223151230371300358e+01
1.572554047855290094e+02 1.223942505715938900e+01
1.591923549120500354e+02 1.224671237723595496e+01
1.611402165863995322e+02 1.225336897343387577e+01
1.630981104736086138e+02 1.225938388722598837e+01
1.650651265530062801e+02 1.226473898705979693e+01
1.670403264626278599e+02 1.226941200383106789e+01
1.690227460563415889e+02 1.227338249985321106e+01
1.710113981585987233e+02 1.227663653214812456e+01
1.730052754989607706e+02 1.227916752527282185e+01
1.750033538059967952e+02 1.228097410489523966e+01
1.770045950378184614e+02 1.228205720921115862e+01
1.790079507244966521e+02 1.228241807203380809e+01
